Transaction ID,Date,Store ID,Store Name,Product ID,Product Name,Quantity Sold,Unit Price,Total Sales ($)
T811349,2024-04-03,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,4,499,1996
T102809,2024-06-11,1144,NEW IN TOWN,1001,Apple iPhone 15,5,1299,6495
T859448,2024-12-28,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T177556,2024-06-26,1144,NEW IN TOWN,2002,Adidas Ultraboost,3,199,597
T341092,2024-04-29,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T283677,2024-10-31,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,4,499,1996
T769362,2024-06-20,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T368045,2024-05-04,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T730381,2024-10-17,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T752293,2024-11-22,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T194021,2024-06-20,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T642100,2024-11-30,1144,NEW IN TOWN,1001,Apple iPhone 15,4,1299,5196
T854816,2024-06-22,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,4,129,516
T624870,2024-06-25,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,3,499,1497
T331762,2024-05-02,1144,NEW IN TOWN,2001,Nike Air Max 90,3,189,567
T706779,2024-08-11,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T661518,2024-05-30,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T975278,2024-04-26,1144,NEW IN TOWN,2001,Nike Air Max 90,5,189,945
T237348,2024-10-12,1144,NEW IN TOWN,1002,Samsung Galaxy S23,2,1199,2398
T137840,2024-11-08,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T974047,2024-03-16,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T955876,2024-07-22,1144,NEW IN TOWN,2002,Adidas Ultraboost,5,199,995
T654167,2024-02-14,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T365980,2024-12-02,1144,NEW IN TOWN,1001,Apple iPhone 15,4,1299,5196
T574216,2024-07-25,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T634244,2024-12-25,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T478855,2024-06-21,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T691818,2024-04-27,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T137594,2024-05-13,1144,NEW IN TOWN,2002,Adidas Ultraboost,1,199,199
T816430,2024-11-29,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T522310,2024-02-22,1144,NEW IN TOWN,2003,Puma Running Shoes,3,149,447
T363583,2024-06-14,1144,NEW IN TOWN,1002,Samsung Galaxy S23,4,1199,4796
T205587,2024-10-13,1144,NEW IN TOWN,2003,Puma Running Shoes,1,149,149
T663811,2024-03-13,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T437609,2024-05-08,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T535743,2024-09-08,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T161597,2024-12-04,1144,NEW IN TOWN,2002,Adidas Ultraboost,5,199,995
T320822,2024-06-01,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,3,899,2697
T587684,2024-10-08,1144,NEW IN TOWN,2001,Nike Air Max 90,2,189,378
T172531,2024-07-15,1144,NEW IN TOWN,1001,Apple iPhone 15,3,1299,3897
T220055,2024-02-02,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T918599,2024-01-03,1144,NEW IN TOWN,2002,Adidas Ultraboost,3,199,597
T459564,2024-06-23,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T331000,2024-11-14,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T603851,2024-03-29,1144,NEW IN TOWN,2001,Nike Air Max 90,2,189,378
T853853,2024-05-23,1144,NEW IN TOWN,2001,Nike Air Max 90,3,189,567
T373240,2024-04-16,1144,NEW IN TOWN,1002,Samsung Galaxy S23,4,1199,4796
T999198,2024-01-13,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T232152,2024-04-09,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T242865,2024-11-28,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T361038,2024-10-21,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T830448,2024-12-01,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,3,899,2697
T674466,2024-04-03,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T262683,2024-06-03,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T370977,2024-04-07,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T310964,2024-01-27,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T525471,2024-10-11,1144,NEW IN TOWN,2003,Puma Running Shoes,2,149,298
T416433,2024-11-09,1144,NEW IN TOWN,2003,Puma Running Shoes,2,149,298
T132637,2024-07-21,1144,NEW IN TOWN,2002,Adidas Ultraboost,3,199,597
T440581,2024-08-17,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T187393,2024-07-22,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T561630,2024-07-17,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T650025,2024-12-28,1144,NEW IN TOWN,1002,Samsung Galaxy S23,4,1199,4796
T461705,2024-07-27,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T547804,2024-08-06,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T322872,2024-10-16,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T701631,2024-07-27,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T464755,2024-11-17,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T556066,2024-12-28,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,4,499,1996
T970366,2024-10-16,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T824702,2024-04-20,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T867456,2024-03-19,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,3,899,2697
T986725,2024-10-30,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T410307,2024-11-02,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T660503,2024-07-26,1144,NEW IN TOWN,1001,Apple iPhone 15,5,1299,6495
T643301,2024-02-25,1144,NEW IN TOWN,2002,Adidas Ultraboost,5,199,995
T233277,2024-05-24,1144,NEW IN TOWN,1002,Samsung Galaxy S23,4,1199,4796
T793696,2024-10-11,1144,NEW IN TOWN,2001,Nike Air Max 90,3,189,567
T180207,2024-01-17,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T894073,2024-03-23,1144,NEW IN TOWN,2003,Puma Running Shoes,3,149,447
T386873,2024-03-05,1144,NEW IN TOWN,2003,Puma Running Shoes,3,149,447
T505346,2024-01-22,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,1,129,129
T665942,2024-05-14,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T938071,2024-08-12,1144,NEW IN TOWN,2003,Puma Running Shoes,2,149,298
T292990,2024-05-10,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T361912,2024-07-16,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T714361,2024-06-07,1144,NEW IN TOWN,2002,Adidas Ultraboost,2,199,398
T345033,2024-07-06,1144,NEW IN TOWN,2002,Adidas Ultraboost,3,199,597
T291862,2024-09-19,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T502483,2024-03-07,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T338290,2024-06-13,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T347285,2024-04-18,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T755089,2024-10-12,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T702171,2024-02-28,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T245554,2024-05-05,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T552579,2024-06-13,1144,NEW IN TOWN,2003,Puma Running Shoes,1,149,149
T252308,2024-06-10,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T789249,2024-12-14,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T727146,2024-04-09,1144,NEW IN TOWN,2002,Adidas Ultraboost,2,199,398
T880619,2024-01-10,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T385837,2024-05-24,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T430361,2024-08-09,1144,NEW IN TOWN,2003,Puma Running Shoes,1,149,149
T649116,2024-10-06,1144,NEW IN TOWN,2002,Adidas Ultraboost,5,199,995
T272610,2024-01-09,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T638364,2024-02-03,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T696303,2024-04-17,1144,NEW IN TOWN,2002,Adidas Ultraboost,5,199,995
T545399,2024-03-29,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T588129,2024-05-11,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T500841,2024-08-02,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T181132,2024-05-19,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T806319,2024-11-25,1144,NEW IN TOWN,1002,Samsung Galaxy S23,2,1199,2398
T482460,2024-04-02,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T274824,2024-11-07,1144,NEW IN TOWN,1001,Apple iPhone 15,3,1299,3897
T189908,2024-05-10,1144,NEW IN TOWN,1002,Samsung Galaxy S23,3,1199,3597
T129562,2024-04-20,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T825508,2024-06-27,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,4,129,516
T931890,2024-09-09,1144,NEW IN TOWN,1001,Apple iPhone 15,4,1299,5196
T194569,2024-05-10,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,1,129,129
T167888,2024-09-01,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T648606,2024-06-20,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T791299,2024-03-03,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T775730,2024-06-22,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T572969,2024-04-21,1144,NEW IN TOWN,2001,Nike Air Max 90,2,189,378
T949085,2024-10-09,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T259611,2024-02-07,1144,NEW IN TOWN,1001,Apple iPhone 15,4,1299,5196
T960383,2024-10-09,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,1,129,129
T760763,2024-01-09,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T542582,2024-01-24,1144,NEW IN TOWN,2001,Nike Air Max 90,5,189,945
T277081,2024-08-26,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T575497,2024-06-01,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T133505,2024-11-20,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T627822,2024-05-14,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T914610,2024-11-03,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T663931,2024-04-14,1144,NEW IN TOWN,1001,Apple iPhone 15,3,1299,3897
T659515,2024-07-10,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T144850,2024-10-10,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T254950,2024-07-28,1144,NEW IN TOWN,2002,Adidas Ultraboost,1,199,199
T159185,2024-07-11,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T940611,2024-07-22,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T324125,2024-12-08,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T933840,2024-07-03,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T536373,2024-01-21,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T388621,2024-09-11,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T197853,2024-06-03,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T221386,2024-05-28,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T629700,2024-03-22,1144,NEW IN TOWN,2001,Nike Air Max 90,2,189,378
T727906,2024-11-27,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,3,899,2697
T501116,2024-03-19,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,1,129,129
T365666,2024-08-27,1144,NEW IN TOWN,2001,Nike Air Max 90,5,189,945
T707443,2024-03-19,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,1,129,129
T459778,2024-05-31,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,4,499,1996
T646828,2024-07-17,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T462633,2024-11-15,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T625124,2024-03-18,1144,NEW IN TOWN,1001,Apple iPhone 15,3,1299,3897
T692532,2024-04-12,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,1,129,129
T292021,2024-12-28,1144,NEW IN TOWN,1001,Apple iPhone 15,5,1299,6495
T459126,2024-04-18,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,3,499,1497
T821591,2024-06-25,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T582891,2024-03-16,1144,NEW IN TOWN,2001,Nike Air Max 90,2,189,378
T232656,2024-02-10,1144,NEW IN TOWN,2003,Puma Running Shoes,2,149,298
T848228,2024-02-17,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T336362,2024-04-21,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T337019,2024-01-02,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T921686,2024-03-16,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T699096,2024-05-26,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T882100,2024-12-28,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T294653,2024-03-29,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T602552,2024-10-24,1144,NEW IN TOWN,2001,Nike Air Max 90,4,189,756
T289469,2024-10-26,1144,NEW IN TOWN,2001,Nike Air Max 90,4,189,756
T604000,2024-12-02,1144,NEW IN TOWN,2001,Nike Air Max 90,5,189,945
T967103,2024-12-16,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T394938,2024-04-10,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,1,129,129
T649330,2024-10-05,1144,NEW IN TOWN,2002,Adidas Ultraboost,3,199,597
T621715,2024-10-22,1144,NEW IN TOWN,2002,Adidas Ultraboost,3,199,597
T376524,2024-01-05,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T316017,2024-04-03,1144,NEW IN TOWN,1001,Apple iPhone 15,5,1299,6495
T669792,2024-03-11,1144,NEW IN TOWN,1001,Apple iPhone 15,4,1299,5196
T279862,2024-01-28,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T267517,2024-08-22,1144,NEW IN TOWN,2001,Nike Air Max 90,3,189,567
T863809,2024-01-28,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T596648,2024-10-23,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T239607,2024-04-05,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,4,499,1996
T380537,2024-10-21,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T526160,2024-12-11,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T494666,2024-08-24,1144,NEW IN TOWN,2003,Puma Running Shoes,2,149,298
T221971,2024-04-19,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T617830,2024-07-19,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T637130,2024-05-24,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T577086,2024-01-13,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T580806,2024-06-13,1144,NEW IN TOWN,2001,Nike Air Max 90,3,189,567
T448424,2024-02-23,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T895619,2024-11-03,1144,NEW IN TOWN,2001,Nike Air Max 90,5,189,945
T501459,2024-05-19,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,3,899,2697
T929865,2024-04-24,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T503456,2024-01-29,1144,NEW IN TOWN,1002,Samsung Galaxy S23,2,1199,2398
T250373,2024-08-27,1144,NEW IN TOWN,1001,Apple iPhone 15,4,1299,5196
T437706,2024-01-19,1144,NEW IN TOWN,2002,Adidas Ultraboost,1,199,199
T312031,2024-05-22,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T214932,2024-09-13,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T435820,2024-11-26,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,3,899,2697
T170887,2024-01-09,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,4,129,516
T534506,2024-11-09,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T908065,2024-10-08,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T353832,2024-03-02,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T403220,2024-08-31,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,3,499,1497
T637294,2024-09-15,1144,NEW IN TOWN,2003,Puma Running Shoes,3,149,447
T222528,2024-06-06,1144,NEW IN TOWN,1001,Apple iPhone 15,4,1299,5196
T590705,2024-06-24,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T650264,2024-05-03,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T643419,2024-10-22,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T339206,2024-02-12,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T282423,2024-07-19,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T792091,2024-01-03,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T166608,2024-10-03,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T871453,2024-03-29,1144,NEW IN TOWN,2001,Nike Air Max 90,3,189,567
T964246,2024-10-28,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T672828,2024-08-18,1144,NEW IN TOWN,1001,Apple iPhone 15,2,1299,2598
T187068,2024-02-14,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T786146,2024-04-19,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T409722,2024-04-21,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T251592,2024-07-09,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T196411,2024-05-02,1144,NEW IN TOWN,1001,Apple iPhone 15,5,1299,6495
T191233,2024-09-24,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T208648,2024-04-20,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T191328,2024-07-17,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T537135,2024-11-16,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T548268,2024-01-23,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T147430,2024-09-15,1144,NEW IN TOWN,2003,Puma Running Shoes,2,149,298
T735251,2024-04-30,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,3,499,1497
T312132,2024-12-18,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T495043,2024-09-28,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T853150,2024-06-22,1144,NEW IN TOWN,2003,Puma Running Shoes,1,149,149
T778360,2024-10-18,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T871933,2024-04-28,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T359960,2024-03-28,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T461005,2024-05-02,1144,NEW IN TOWN,1002,Samsung Galaxy S23,4,1199,4796
T174977,2024-08-29,1144,NEW IN TOWN,1002,Samsung Galaxy S23,4,1199,4796
T478369,2024-09-13,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T221969,2024-10-05,1144,NEW IN TOWN,2003,Puma Running Shoes,2,149,298
T843343,2024-01-17,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T110920,2024-07-31,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T767921,2024-11-20,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,4,129,516
T740419,2024-01-27,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T403753,2024-02-03,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T667377,2024-04-03,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T291234,2024-06-14,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T490372,2024-03-18,1144,NEW IN TOWN,1001,Apple iPhone 15,2,1299,2598
T911444,2024-07-22,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T595062,2024-02-21,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T942021,2024-09-27,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T510446,2024-02-02,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T450645,2024-10-28,1144,NEW IN TOWN,2002,Adidas Ultraboost,2,199,398
T365442,2024-03-25,1144,NEW IN TOWN,2002,Adidas Ultraboost,3,199,597
T627678,2024-10-17,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T393100,2024-09-13,1144,NEW IN TOWN,2003,Puma Running Shoes,2,149,298
T177094,2024-12-22,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T413342,2024-06-16,1144,NEW IN TOWN,1001,Apple iPhone 15,3,1299,3897
T237363,2024-01-19,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T467402,2024-08-10,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,3,499,1497
T156670,2024-08-22,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T677194,2024-05-01,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T648928,2024-08-30,1144,NEW IN TOWN,1001,Apple iPhone 15,5,1299,6495
T830074,2024-06-22,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T341652,2024-05-05,1144,NEW IN TOWN,2003,Puma Running Shoes,1,149,149
T929473,2024-02-27,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T214060,2024-06-13,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T880525,2024-03-16,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T602181,2024-05-06,1144,NEW IN TOWN,2002,Adidas Ultraboost,3,199,597
T919907,2024-05-11,1144,NEW IN TOWN,2001,Nike Air Max 90,2,189,378
T209764,2024-01-12,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T789159,2024-07-17,1144,NEW IN TOWN,1001,Apple iPhone 15,2,1299,2598
T778657,2024-07-09,1144,NEW IN TOWN,1001,Apple iPhone 15,5,1299,6495
T541569,2024-10-10,1144,NEW IN TOWN,2002,Adidas Ultraboost,5,199,995
T726188,2024-03-21,1144,NEW IN TOWN,2001,Nike Air Max 90,2,189,378
T600274,2024-06-09,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,4,129,516
T939922,2024-03-24,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T576250,2024-10-18,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T560773,2024-04-08,1144,NEW IN TOWN,2002,Adidas Ultraboost,2,199,398
T128199,2024-01-17,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T118357,2024-06-29,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T741175,2024-08-11,1144,NEW IN TOWN,2001,Nike Air Max 90,2,189,378
T346908,2024-03-12,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T851547,2024-02-12,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T299755,2024-05-16,1144,NEW IN TOWN,1001,Apple iPhone 15,5,1299,6495
T280773,2024-08-28,1144,NEW IN TOWN,2001,Nike Air Max 90,2,189,378
T618406,2024-09-28,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T392719,2024-04-23,1144,NEW IN TOWN,1001,Apple iPhone 15,2,1299,2598
T378439,2024-05-05,1144,NEW IN TOWN,1002,Samsung Galaxy S23,4,1199,4796
T403566,2024-12-08,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T872779,2024-01-25,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T717640,2024-09-09,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,1,129,129
T714623,2024-02-28,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,4,499,1996
T539509,2024-01-05,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,3,899,2697
T700686,2024-02-09,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,4,129,516
T940098,2024-12-07,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
